what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1333476001205
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1333476001205
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1333476001205
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1333476001205
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1333476001205
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1333476001206
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1333476001206
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1333476001206
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1333476001206
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1333476001206
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1333476001206
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1333476001206
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1333476001206
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1333476001206
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1333476001206
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1333476001206
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1333476001206
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1333476001206
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1333476001206
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1333476001206
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1333476001206
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1333476001207
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1333476001207
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1333476001207
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1333476001207
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1333476001207
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1333476001207
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1333476001207
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1333476001207
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1333476001207
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1333476001232
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1333476001232
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1333476001232
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1333476001232
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1333476001232
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1333476001232
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1333476001232
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1333476001232
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1333476001232
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1333476001232
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1333476001232
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1333476001232
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1333476001232
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1333476001232
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1333476001232
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1333476001232
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1333476001232
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1333476001232
os,sysinfo,,,"win32",1333476001236
arch,sysinfo,,,"x86_64",1333476001236
ws,sysinfo,,,"win32",1333476001236
locale,sysinfo,,,"en_US",1333476001236
processors,sysinfo,,,"2",1333476001236
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333476001236
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1333476001236
java.specification.name,sysinfo,,,"Java Platform API Specification",1333476001236
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333476001236
java.specification.version,sysinfo,,,"1.6",1333476001236
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1333476001236
java.version,sysinfo,,,"1.6.0_17",1333476001236
java.vm.info,sysinfo,,,"mixed mode",1333476001236
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1333476001236
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333476001236
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333476001236
java.vm.specification.version,sysinfo,,,"1.0",1333476001236
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1333476001236
java.vm.version,sysinfo,,,"14.3-b01",1333476001236
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333476646333
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333476646428
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1333476646480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333476652734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333476811145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333476816741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477112422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477135423
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1333477146725
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1333477146848
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1333477169995
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1333477170236
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1333477170319
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1333477170615
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1333477170715
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1333477171763
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1333477171792
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1333477171996
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1333477172395
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1333477173554
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1333477173577
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1333477173718
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1333477173902
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1333477174948
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1333477175039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477209050
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1333477210108
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1333477210132
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1333477210154
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333477210312
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1333477210372
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1333477211015
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1333477211058
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1333477211070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477213950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477323473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477324834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477329408
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333477340728
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1333477341869
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1333477341874
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1333477342843
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1333477342873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477349006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477352412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477358132
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1333477380869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477382447
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333477384981
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1333477385469
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333477385499
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333477389194
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1333477406858
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1333477409868
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1333477409885
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1333477410011
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1333477410013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477417374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477505981
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1333477517123
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1333477517359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333477517461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477523957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477545648
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333477545689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477550264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477626863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477629769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477637498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333477637583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477641542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477676900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333477680224
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1333477681495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1333477691507
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333477694694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477696384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477696579
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333477700238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477701832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477702021
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333477704434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477707033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477708028
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333477710929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477712075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477712273
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333477717464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477730748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477737144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477746410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477764960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477767973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477776823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333477778535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333477780483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333477785819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477794868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477794993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477819144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477886493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333477904554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478437034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333478437493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1333478438937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478440218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478839431
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333478839460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478854210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478854355
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1333478854432
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1333478854460
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333478860919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478866588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478887928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478889396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478991949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333478996344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333479023413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333479028061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333479049373
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333479052660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333479055773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480225357
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.hippieCompletion",1333480259867
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1333480261760
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1333480261813
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333480292692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480297457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333480305903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1333480324002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333480325066
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1333480327567
